,lat,lng,package_id,planned_service_time
134,42.323421,-71.059546,2.0,165.0
135,42.323409,-71.060375,3.0,320.1
137,42.324412,-71.063699,1.0,190.0
138,42.320931,-71.060573,1.0,171.0
139,42.321913,-71.060806,2.0,151.0
140,42.321094,-71.058547,1.0,282.0
141,42.321502,-71.0583,4.0,256.8
142,42.321734,-71.058967,5.0,354.0
143,42.32205,-71.059875,1.0,260.0
144,42.32235,-71.060741,1.0,438.0
145,42.321322,-71.057357,2.0,270.0
146,42.322446,-71.055881,3.0,209.10000000000002
147,42.322062,-71.055877,1.0,59.0
148,42.321626,-71.054801,1.0,98.0
149,42.321621,-71.056083,3.0,539.0999999999999
150,42.321178,-71.056789,17.0,797.3
151,42.320112,-71.058337,3.0,317.1
152,42.320108,-71.058357,2.0,126.0
153,42.320017,-71.059004,1.0,167.0
154,42.32017,-71.060664,2.0,174.0
155,42.320543,-71.05705,3.0,446.09999999999997
156,42.319986,-71.051231,1.0,482.0
157,42.319986,-71.051231,18.0,768.6
160,42.319219,-71.044362,4.0,135.2
161,42.318769,-71.043311,4.0,367.2
162,42.321011,-71.0439,6.0,169.2
163,42.321101,-71.043531,5.0,206.0
164,42.319695,-71.042239,1.0,124.0
165,42.318049,-71.041436,2.0,81.0
166,42.318268,-71.041547,1.0,206.0
167,42.318796,-71.041805,3.0,297.9
168,42.319369,-71.042565,5.0,267.0
169,42.305033,-71.102889,1.0,290.0
170,42.305361,-71.102691,2.0,471.0
171,42.307244,-71.103638,4.0,272.0
172,42.306966,-71.102678,1.0,120.0
173,42.307931,-71.103398,3.0,221.10000000000002
174,42.307432,-71.102599,1.0,209.0
175,42.309386,-71.104383,2.0,157.0
176,42.309832,-71.10417,1.0,109.0
177,42.309834,-71.103283,3.0,150.89999999999998
178,42.30994,-71.101659,1.0,242.0
179,42.309993,-71.101453,1.0,112.0
180,42.310038,-71.10066,1.0,72.0
181,42.30969,-71.099322,1.0,99.0
182,42.308422,-71.100703,2.0,194.0
183,42.307919,-71.100629,6.0,448.79999999999995
184,42.309038,-71.099495,2.0,109.0
185,42.30981,-71.098019,1.0,343.0
186,42.310964,-71.099321,1.0,54.0
187,42.310473,-71.099618,1.0,78.0
188,42.310607,-71.100121,3.0,155.10000000000002
189,42.310851,-71.101149,3.0,161.10000000000002
190,42.310825,-71.102222,5.0,398.0
191,42.309847,-71.102381,3.0,165.0
192,42.310559,-71.102813,2.0,46.0
195,42.310529,-71.103483,2.0,151.0
196,42.310831,-71.104281,2.0,100.0
197,42.311044,-71.104924,1.0,76.0
198,42.310128,-71.106192,3.0,312.0
199,42.309793,-71.10684,1.0,149.0
203,42.32018,-71.111178,24.0,2284.8
204,42.32013,-71.109277,5.0,321.0
205,42.320013,-71.109017,1.0,57.0
206,42.320027,-71.109044,5.0,126.0
207,42.319861,-71.108673,2.0,118.0
208,42.319753,-71.108427,1.0,121.0
209,42.319606,-71.108109,1.0,294.0
210,42.319338,-71.1076,1.0,87.0
211,42.318642,-71.107859,2.0,230.0
212,42.3192,-71.107331,4.0,299.2
213,42.319128,-71.107197,2.0,45.0
214,42.318169,-71.10726,2.0,93.0
215,42.317721,-71.107617,1.0,351.0
216,42.316006,-71.110108,1.0,56.0
217,42.315149,-71.109652,2.0,143.0
218,42.315575,-71.109437,5.0,261.0
219,42.314984,-71.109697,2.0,102.0
220,42.314502,-71.111099,1.0,51.0
221,42.316176,-71.110973,2.0,81.0
222,42.316277,-71.111498,5.0,240.0
231,42.316265,-71.116766,3.0,283.0
234,42.319973,-71.116036,1.0,165.0
235,42.320367,-71.115601,4.0,579.2
236,42.320553,-71.114624,2.0,113.0
237,42.321672,-71.114616,5.0,373.0
238,42.321914,-71.11466,3.0,225.89999999999998
242,42.321229,-71.114566,2.0,152.0
253,42.313968,-71.107203,2.0,153.0
254,42.314466,-71.106386,4.0,162.0
257,42.313648,-71.105193,1.0,29.0
258,42.315202,-71.106521,1.0,94.0
259,42.315013,-71.105962,1.0,79.0
260,42.316285,-71.10569,2.0,63.0
261,42.316514,-71.106683,2.0,145.0
262,42.316499,-71.106616,1.0,151.0
263,42.31719,-71.106723,2.0,234.0
264,42.316486,-71.108534,1.0,39.0
265,42.31646,-71.10797,2.0,56.0
266,42.316728,-71.10833,1.0,44.0
267,42.317547,-71.107968,1.0,191.0
268,42.317993,-71.10837,4.0,155.2
269,42.316837,-71.109183,5.0,158.0
270,42.318168,-71.108891,2.0,63.0
272,42.319041,-71.109384,3.0,183.0
273,42.319441,-71.110479,1.0,40.0
274,42.319975,-71.111335,1.0,89.0
275,42.320897,-71.111922,2.0,86.0
276,42.320023,-71.111726,2.0,133.0
285,42.260537,-71.098529,1.0,38.0
286,42.260701,-71.096657,3.0,210.89999999999998
287,42.262481,-71.095737,1.0,160.0
288,42.263568,-71.095187,1.0,76.0
289,42.264558,-71.093843,1.0,123.0
292,42.266114,-71.087774,1.0,54.0
293,42.266002,-71.08807,1.0,40.0
294,42.265788,-71.08941,1.0,51.0
295,42.268012,-71.087759,1.0,119.0
296,42.268257,-71.089238,1.0,191.0
302,42.34873,-71.074241,3.0,174.89999999999998
303,42.349106,-71.073784,1.0,486.0
304,42.348184,-71.080193,25.0,1285.0
305,42.347021,-71.07955,1.0,125.0
306,42.346007,-71.079472,2.0,397.0
307,42.34605,-71.078331,5.0,639.0
308,42.345716,-71.079302,8.0,886.4
309,42.346265,-71.080148,5.0,279.0
310,42.345503,-71.080067,2.0,215.0
311,42.345005,-71.079756,2.0,292.0
312,42.345265,-71.080349,2.0,308.0
313,42.344951,-71.081099,1.0,287.0
314,42.345798,-71.08238,10.0,300.0
315,42.344608,-71.08061,2.0,241.0
316,42.34333,-71.08019,2.0,525.0
317,42.343436,-71.078233,1.0,67.0
319,42.344426,-71.078796,5.0,377.0
320,42.345084,-71.078372,4.0,416.8
323,42.346284,-71.077219,2.0,308.0
324,42.346451,-71.076379,9.0,491.40000000000003
328,42.346929,-71.075785,7.0,483.69999999999993
330,42.346456,-71.074513,22.0,1216.6
332,42.345812,-71.072163,12.0,2954.3999999999996
334,42.346543,-71.072497,7.0,1588.3
335,42.347018,-71.073427,7.0,566.3000000000001
336,42.346657,-71.073246,4.0,308.0
337,42.340449,-71.048911,19.0,655.5
338,42.338096,-71.045327,1.0,36.0
339,42.337342,-71.044153,2.0,57.0
340,42.338899,-71.04209,2.0,63.0
341,42.33771,-71.043987,3.0,216.0
342,42.337194,-71.042391,2.0,341.0
343,42.337107,-71.043509,10.0,339.0
344,42.336524,-71.043266,1.0,105.0
345,42.33646,-71.043032,1.0,135.0
346,42.336406,-71.041168,2.0,235.0
347,42.336391,-71.041831,2.0,196.0
348,42.336823,-71.041591,1.0,75.0
349,42.337226,-71.040868,1.0,118.0
350,42.337227,-71.040873,2.0,73.0
351,42.338071,-71.040488,1.0,304.0
352,42.337244,-71.040224,5.0,304.0
353,42.336417,-71.040517,3.0,183.0
354,42.336429,-71.039596,6.0,369.0
355,42.336847,-71.038716,1.0,54.0
356,42.33725,-71.039342,9.0,298.8
357,42.337276,-71.037877,12.0,610.8
358,42.337327,-71.034917,2.0,139.0
359,42.337329,-71.034534,1.0,15.0
360,42.337328,-71.034678,1.0,48.0
361,42.337329,-71.034536,2.0,137.0
362,42.33733,-71.034519,1.0,107.0
363,42.337336,-71.033826,2.0,544.0
364,42.337652,-71.03339,1.0,57.0
365,42.33565,-71.03472,2.0,173.0
366,42.335626,-71.035685,2.0,184.0
367,42.335624,-71.035767,2.0,176.0
368,42.335616,-71.036099,3.0,147.0
369,42.336033,-71.037439,3.0,170.0
370,42.336233,-71.037444,1.0,74.0
371,42.336476,-71.036627,1.0,114.0
372,42.336485,-71.036043,1.0,44.0
373,42.336489,-71.03584,1.0,44.0
374,42.33616,-71.035811,2.0,131.0
375,42.336756,-71.037461,2.0,267.0
376,42.337505,-71.037489,1.0,96.0
377,42.337924,-71.037511,2.0,230.0
378,42.338107,-71.038018,1.0,5.0
379,42.338107,-71.038016,1.0,76.0
382,42.337913,-71.03548,6.0,201.0
383,42.338158,-71.034493,11.0,203.5
384,42.338169,-71.034032,2.0,82.0
385,42.338241,-71.030085,2.0,315.0
386,42.337967,-71.029281,3.0,133.0
387,42.338052,-71.029283,1.0,56.0
388,42.337998,-71.028807,3.0,126.0
391,42.337485,-71.0254,1.0,37.0
392,42.337457,-71.027612,3.0,1761.8999999999999
393,42.337446,-71.028372,5.0,251.0
394,42.337438,-71.028684,1.0,68.0
395,42.337481,-71.02586,1.0,38.0
396,42.337475,-71.026386,1.0,30.0
397,42.336599,-71.028538,5.0,192.0
398,42.336604,-71.028174,2.0,182.0
399,42.336393,-71.027192,1.0,84.0
400,42.336203,-71.027187,2.0,104.0
401,42.336295,-71.027188,1.0,87.0
402,42.336203,-71.027187,1.0,78.0
403,42.335709,-71.030941,3.0,81.9
404,42.335725,-71.030191,2.0,129.0
405,42.335735,-71.029709,1.0,110.0
406,42.335752,-71.028909,1.0,71.0
407,42.33576,-71.028296,2.0,113.0
408,42.335772,-71.027768,1.0,94.0
409,42.335772,-71.027634,3.0,126.0
410,42.335784,-71.026864,3.0,218.10000000000002
411,42.335792,-71.026146,1.0,30.0
412,42.335803,-71.025591,1.0,211.0
413,42.335985,-71.025062,1.0,107.0
414,42.336987,-71.02509,2.0,481.0
415,42.336625,-71.026893,1.0,107.0
416,42.336637,-71.026454,1.0,117.0
417,42.336649,-71.025812,1.0,87.0
418,42.33492,-71.025618,2.0,128.0
419,42.334993,-71.026021,2.0,68.0
420,42.334903,-71.026513,4.0,234.0
421,42.336581,-71.030359,2.0,147.0
422,42.33658,-71.030299,6.0,345.0
423,42.336587,-71.029612,1.0,125.0
424,42.337427,-71.02969,2.0,286.0
425,42.33742,-71.029908,1.0,42.0
426,42.337414,-71.030529,1.0,15.0
427,42.337416,-71.030669,2.0,188.0
428,42.337036,-71.031302,2.0,113.0
429,42.336308,-71.031285,1.0,53.0
430,42.336225,-71.033353,1.0,65.0
431,42.336599,-71.033363,2.0,308.0
432,42.337163,-71.035455,2.0,232.0
433,42.336203,-71.035419,2.0,71.0
434,42.3365,-71.034797,1.0,95.0
435,42.336498,-71.034879,4.0,80.0
436,42.336498,-71.034919,1.0,81.0
437,42.336503,-71.03446,1.0,97.0
438,42.336509,-71.034288,1.0,120.0
439,42.336514,-71.033946,2.0,438.0
440,42.33652,-71.033901,1.0,83.0
441,42.284131,-71.172153,2.0,159.0
442,42.287215,-71.170409,1.0,74.0
443,42.286964,-71.170507,2.0,95.0
444,42.286249,-71.17045,1.0,58.0
445,42.284961,-71.170123,2.0,72.0
446,42.283901,-71.170241,3.0,132.0
447,42.283087,-71.16935,2.0,121.0
448,42.281163,-71.167355,1.0,44.0
449,42.283528,-71.169053,1.0,68.0
450,42.284548,-71.16759,2.0,272.0
454,42.285432,-71.168337,3.0,110.10000000000001
455,42.284837,-71.16794,1.0,36.0
456,42.283968,-71.166901,1.0,279.0
457,42.283421,-71.164819,3.0,96.89999999999999
458,42.283432,-71.163438,2.0,84.0
459,42.282833,-71.162715,1.0,62.0
460,42.28261,-71.162445,2.0,57.0
461,42.28119,-71.160771,1.0,81.0
462,42.282283,-71.161407,1.0,39.0
463,42.28206,-71.163225,1.0,101.0
464,42.281806,-71.162929,5.0,366.0
465,42.280841,-71.163183,2.0,160.0
466,42.281799,-71.16575,1.0,71.0
467,42.281337,-71.165194,1.0,26.0
468,42.280884,-71.165933,1.0,35.0
469,42.281993,-71.167242,2.0,106.0
470,42.280584,-71.164259,1.0,31.0
471,42.280142,-71.163763,2.0,165.0
472,42.280921,-71.162423,1.0,183.0
473,42.279577,-71.161265,1.0,56.0
474,42.27985,-71.160697,3.0,168.89999999999998
475,42.277431,-71.157424,1.0,46.0
476,42.277721,-71.156537,2.0,88.0
477,42.278496,-71.155677,4.0,104.0
480,42.280594,-71.160237,1.0,125.0
481,42.280506,-71.160123,1.0,35.0
482,42.279925,-71.15939,3.0,267.0
486,42.278501,-71.154894,1.0,46.0
487,42.279041,-71.155016,3.0,215.10000000000002
488,42.279967,-71.153893,1.0,72.0
489,42.281627,-71.15467,1.0,71.0
490,42.283344,-71.15591,1.0,74.0
491,42.283052,-71.155641,1.0,189.0
492,42.281702,-71.152431,1.0,492.0
493,42.27997,-71.150622,1.0,61.0
494,42.279471,-71.151493,1.0,61.0
495,42.279785,-71.152003,2.0,76.0
496,42.279095,-71.151695,3.0,84.9
497,42.279028,-71.150823,1.0,30.0
498,42.278652,-71.151041,1.0,30.0
499,42.277752,-71.151298,1.0,55.0
500,42.277378,-71.154786,1.0,55.0
501,42.276963,-71.152865,1.0,40.0
502,42.275657,-71.152449,1.0,56.0
503,42.27602,-71.151441,2.0,88.0
504,42.275177,-71.151946,1.0,263.0
505,42.273853,-71.150959,1.0,30.0
506,42.273451,-71.15071,1.0,47.0
507,42.271956,-71.150774,1.0,58.0
508,42.271704,-71.150598,1.0,43.0
510,42.270953,-71.150941,1.0,57.0
511,42.27231,-71.148526,2.0,111.0
512,42.273287,-71.148639,3.0,96.0
513,42.273354,-71.149271,1.0,43.0
514,42.274246,-71.149008,1.0,56.0
515,42.275278,-71.149367,1.0,47.0
516,42.27514,-71.146464,1.0,60.0
517,42.274491,-71.145927,2.0,140.0
518,42.274023,-71.146502,1.0,641.0
519,42.271799,-71.147764,2.0,81.0
523,42.273426,-71.145831,1.0,78.0
524,42.275973,-71.145526,2.0,131.0
525,42.275342,-71.148248,1.0,40.0
526,42.27488,-71.147562,1.0,56.0
527,42.275825,-71.149056,1.0,79.0
528,42.275822,-71.147874,1.0,118.0
529,42.276178,-71.146632,2.0,70.0
530,42.277178,-71.145489,1.0,50.0
531,42.277518,-71.145832,1.0,61.0
532,42.277895,-71.14642,1.0,30.0
533,42.278667,-71.145714,1.0,583.0
534,42.277896,-71.147308,1.0,60.0
535,42.277247,-71.149231,1.0,30.0
536,42.276422,-71.150181,1.0,55.0
537,42.277504,-71.150036,1.0,55.0
538,42.278623,-71.148711,2.0,55.0
539,42.280227,-71.149227,1.0,41.0
540,42.281179,-71.149123,1.0,77.0
541,42.280564,-71.14823,6.0,412.79999999999995
542,42.279428,-71.145772,1.0,35.0
543,42.279038,-71.144318,2.0,116.0
544,42.278392,-71.143696,1.0,45.0
545,42.279001,-71.142992,1.0,40.0
546,42.284511,-71.148262,1.0,196.0
547,42.283904,-71.14896,2.0,60.0
548,42.284669,-71.148909,1.0,57.0
549,42.285275,-71.148843,2.0,83.0
550,42.284679,-71.149532,1.0,50.0
551,42.285561,-71.150286,2.0,45.0
552,42.285136,-71.151692,2.0,211.0
553,42.283539,-71.150788,3.0,120.89999999999999
554,42.282564,-71.150533,4.0,106.0
555,42.281515,-71.150495,1.0,249.0
556,42.281472,-71.149546,2.0,35.0
557,42.283067,-71.152266,1.0,55.0
558,42.283277,-71.153248,1.0,170.0
559,42.28375,-71.153699,1.0,54.0
560,42.284193,-71.154066,1.0,30.0
561,42.283203,-71.154703,1.0,100.0
562,42.28482,-71.156661,1.0,85.0
563,42.284662,-71.158459,1.0,45.0
564,42.285299,-71.15916,1.0,35.0
565,42.285894,-71.158806,1.0,31.0
566,42.286284,-71.159319,1.0,35.0
567,42.28677,-71.159941,1.0,50.0
568,42.286975,-71.159053,1.0,35.0
569,42.286709,-71.158683,1.0,32.0
570,42.28555,-71.157066,2.0,58.0
571,42.28471,-71.155708,1.0,245.0
572,42.285291,-71.155311,3.0,111.0
573,42.286277,-71.156687,2.0,103.0
574,42.287724,-71.158735,1.0,99.0
575,42.285535,-71.154407,1.0,73.0
581,42.289615,-71.155955,4.0,82.0
582,42.290013,-71.156269,1.0,60.0
583,42.290502,-71.156023,1.0,56.0
584,42.28979,-71.157866,1.0,46.0
585,42.290229,-71.15714,1.0,41.0
586,42.29204,-71.157772,1.0,37.0
587,42.292836,-71.158612,1.0,50.0
588,42.293902,-71.159769,1.0,260.0
589,42.293513,-71.160503,1.0,25.0
590,42.292676,-71.159533,1.0,31.0
591,42.292324,-71.159142,1.0,55.0
592,42.292143,-71.16006,3.0,105.89999999999999
593,42.293133,-71.16117,7.0,161.0
594,42.292507,-71.161594,1.0,55.0
595,42.29429,-71.160428,2.0,76.0
596,42.291784,-71.161905,1.0,29.0
597,42.291048,-71.16026,1.0,67.0
598,42.290184,-71.16136,2.0,121.0
599,42.287774,-71.162862,1.0,25.0
600,42.288458,-71.160316,2.0,68.0
601,42.287991,-71.160351,3.0,129.0
602,42.288525,-71.158084,1.0,36.0
603,42.290107,-71.159369,1.0,35.0
604,42.288088,-71.156939,1.0,41.0
606,42.298753,-71.11359,1.0,155.0
607,42.298226,-71.114675,1.0,93.0
608,42.298486,-71.110947,10.0,521.0
609,42.298321,-71.111823,1.0,49.0
610,42.298947,-71.112668,3.0,101.10000000000001
611,42.297142,-71.115513,3.0,308.1
612,42.296237,-71.116174,1.0,92.0
613,42.295059,-71.116739,1.0,206.0
614,42.295643,-71.116534,1.0,89.0
615,42.296062,-71.115098,1.0,44.0
616,42.293904,-71.116489,4.0,249.2
617,42.293611,-71.115257,3.0,210.89999999999998
618,42.293278,-71.114696,1.0,111.0
619,42.292819,-71.114228,2.0,233.0
620,42.290879,-71.114459,2.0,174.0
621,42.291784,-71.114917,1.0,91.0
622,42.291227,-71.115399,2.0,345.0
623,42.292058,-71.114197,2.0,342.0
624,42.291945,-71.113515,3.0,171.89999999999998
625,42.29141,-71.113248,2.0,105.0
626,42.290885,-71.113743,1.0,222.0
627,42.290157,-71.113068,2.0,102.0
628,42.289747,-71.113434,5.0,415.0
629,42.289214,-71.11389,3.0,245.10000000000002
630,42.289648,-71.115076,1.0,77.0
631,42.290477,-71.117161,1.0,135.0
632,42.288554,-71.117405,2.0,101.0
633,42.288559,-71.115275,3.0,570.9000000000001
634,42.287846,-71.113974,6.0,297.0
635,42.28873,-71.114928,4.0,118.0
636,42.288579,-71.115093,1.0,40.0
637,42.287994,-71.116553,1.0,44.0
638,42.287092,-71.115816,1.0,62.0
639,42.287484,-71.115166,1.0,53.0
640,42.2918,-71.103219,1.0,116.0
641,42.288267,-71.108608,3.0,189.0
649,42.287331,-71.113532,1.0,60.0
650,42.288164,-71.112661,4.0,67.2
651,42.288331,-71.111999,1.0,50.0
652,42.286846,-71.110545,1.0,42.0
653,42.286289,-71.108935,1.0,270.0
654,42.28551,-71.10725,1.0,112.0
656,42.281834,-71.113416,1.0,135.0
657,42.281249,-71.113102,1.0,76.0
658,42.280848,-71.112586,1.0,105.0
659,42.28004,-71.113803,4.0,172.0
660,42.279945,-71.114291,3.0,168.0
661,42.279345,-71.114858,2.0,139.0
662,42.278857,-71.114244,1.0,44.0
663,42.279689,-71.115503,1.0,51.0
664,42.280861,-71.115994,1.0,207.0
666,42.282715,-71.117045,2.0,134.0
667,42.281023,-71.116886,4.0,546.0
668,42.283594,-71.118893,2.0,85.0
669,42.283598,-71.118094,3.0,129.89999999999998
670,42.28215,-71.118944,1.0,64.0
671,42.276642,-71.118983,1.0,101.0
672,42.277133,-71.118346,1.0,67.0
673,42.27712,-71.117426,1.0,73.0
674,42.276571,-71.117328,1.0,57.0
675,42.275936,-71.117381,1.0,91.0
676,42.274447,-71.118885,1.0,155.0
677,42.274758,-71.116025,2.0,138.0
678,42.277828,-71.116107,1.0,242.0
679,42.272356,-71.120234,6.0,343.79999999999995
680,42.276183,-71.11973,1.0,78.0
681,42.279499,-71.120791,1.0,193.0
682,42.281487,-71.121917,1.0,65.0
683,42.28104,-71.12263,2.0,54.0
684,42.280623,-71.123334,1.0,88.0
685,42.280079,-71.122239,2.0,96.0
686,42.279417,-71.12096,2.0,59.0
687,42.278497,-71.121118,1.0,169.0
688,42.278056,-71.122417,1.0,71.0
689,42.278062,-71.123255,1.0,120.0
690,42.278672,-71.123694,1.0,42.0
691,42.280181,-71.12468,1.0,41.0
692,42.2804,-71.124241,2.0,191.0
693,42.281484,-71.123927,3.0,126.0
694,42.280666,-71.125177,1.0,136.0
695,42.280232,-71.125792,1.0,39.0
696,42.279616,-71.126514,1.0,36.0
697,42.279382,-71.126788,1.0,63.0
698,42.278681,-71.126113,1.0,53.0
699,42.278519,-71.125568,1.0,46.0
700,42.277905,-71.125091,1.0,183.0
701,42.277894,-71.124094,1.0,140.0
702,42.277304,-71.123875,1.0,96.0
703,42.276089,-71.122365,2.0,188.0
704,42.275564,-71.122666,2.0,136.0
705,42.274764,-71.12275,1.0,53.0
706,42.274847,-71.121554,2.0,134.0
707,42.276786,-71.120613,1.0,39.0
708,42.274587,-71.121414,2.0,265.0
709,42.273291,-71.123982,1.0,107.0
710,42.273537,-71.125126,1.0,154.0
711,42.271981,-71.12526,3.0,147.0
712,42.268761,-71.124947,2.0,176.0
713,42.269626,-71.124699,1.0,67.0
714,42.27069,-71.124825,2.0,94.0
715,42.271183,-71.122709,1.0,45.0
716,42.272967,-71.123365,3.0,96.0
717,42.274535,-71.124245,3.0,294.9
718,42.275688,-71.126035,1.0,120.0
719,42.274708,-71.128211,1.0,78.0
720,42.275514,-71.12791,2.0,90.0
721,42.273937,-71.127311,4.0,215.2
722,42.272706,-71.126999,1.0,31.0
723,42.273148,-71.127495,1.0,40.0
724,42.274343,-71.129402,3.0,68.1
725,42.274779,-71.13009,1.0,72.0
728,42.31939,-71.109721,1.0,182.0
729,42.319895,-71.110616,2.0,175.0
730,42.320499,-71.110911,2.0,97.0
731,42.321203,-71.110378,1.0,53.0
732,42.321388,-71.110239,19.0,594.7
733,42.321771,-71.109908,2.0,684.0
734,42.321819,-71.108907,3.0,843.0
735,42.320973,-71.10834,1.0,134.0
736,42.320897,-71.108413,2.0,298.0
737,42.321293,-71.109429,1.0,109.0
738,42.321307,-71.108214,3.0,252.0
739,42.320965,-71.107674,5.0,208.0
740,42.320419,-71.107879,2.0,372.0
741,42.319421,-71.106199,7.0,434.0
742,42.319768,-71.105697,1.0,141.0
743,42.320935,-71.106584,1.0,165.0
744,42.321566,-71.107303,2.0,75.0
745,42.321885,-71.107709,1.0,39.0
746,42.322954,-71.108334,2.0,162.0
747,42.323426,-71.10673,4.0,278.0
748,42.32364,-71.105988,1.0,110.0
749,42.32227,-71.106657,1.0,786.0
750,42.322091,-71.106511,2.0,168.0
751,42.321664,-71.106193,15.0,2428.5
752,42.319854,-71.104781,3.0,113.10000000000001
753,42.319373,-71.104174,3.0,158.10000000000002
754,42.318995,-71.105347,1.0,253.0
755,42.320466,-71.104375,1.0,345.0
756,42.321265,-71.104369,3.0,267.9
757,42.319665,-71.102962,1.0,85.0
